Date,Open,High,Low,Close,,,,,,,Date SP,Date EUR,,,,
03.12.2008,"870,74","843,60","873,12","827,60",,,,,,,03.12.2008,12/03/2008,,,,
02.12.2008,"848,81","817,94","850,54","817,94",,,,,,,02.12.2008,12/02/2008,,,,
01.12.2008,"816,21","888,61","888,61","815,69",,,,,,,01.12.2008,12/01/2008,,,,
28.11.2008,"896,24","886,89","896,25","881,21",,,,,,,28.11.2008,11/28/2008,,,,
26.11.2008,"887,68","852,90","887,68","841,37",,,,,,,26.11.2008,11/26/2008,,,,
25.11.2008,"857,39","853,40","868,94","834,99",,,,,,,25.11.2008,11/25/2008,,,,
24.11.2008,"851,81","801,20","865,60","801,20",,,,,,,24.11.2008,11/24/2008,,,,
21.11.2008,"800,03","755,84","801,20","741,02",,,,,,,21.11.2008,11/21/2008,,,,
20.11.2008,"752,44","805,87","820,52","747,78",,,,,,,20.11.2008,11/20/2008,,,,
19.11.2008,"806,58","859,03","864,57","806,18",,,,,,,19.11.2008,11/19/2008,,,,
18.11.2008,"859,12","852,34","865,90","826,84",,,,,,,18.11.2008,11/18/2008,,,,
17.11.2008,"850,75","873,23","882,29","848,98",,,,,,,17.11.2008,11/17/2008,,,,
14.11.2008,"873,29","904,36","916,88","869,88",,,,,,,14.11.2008,11/14/2008,,,,
13.11.2008,"911,29","853,13","913,01","818,69",,,,,,,13.11.2008,11/13/2008,,,,
12.11.2008,"852,30","893,39","893,39","850,48",,,,,,,12.11.2008,11/12/2008,,,,
11.11.2008,"898,95","917,15","917,15","884,90",,,,,,,11.11.2008,11/11/2008,,,,
10.11.2008,"919,21","936,75","951,95","907,47",,,,,,,10.11.2008,11/10/2008,,,,
07.11.2008,"930,99","907,44","931,46","906,90",,,,,,,07.11.2008,11/07/2008,,,,
06.11.2008,"904,88","952,40","952,40","899,73",,,,,,,06.11.2008,11/06/2008,,,,
05.11.2008,"952,77","1.001,84","1.001,84","949,86",,,,,,,05.11.2008,11/05/2008,,,,
04.11.2008,"1.005,75","971,31","1.007,51","971,31",,,,,,,04.11.2008,11/04/2008,,,,
03.11.2008,"966,30","968,67","975,57","958,82",,,,,,,03.11.2008,11/03/2008,,,,
31.10.2008,"968,75","953,11","984,38","944,59",,,,,,,31.10.2008,10/31/2008,,,,
30.10.2008,"954,09","939,38","963,23","928,50",,,,,,,30.10.2008,10/30/2008,,,,
29.10.2008,"930,09","939,51","969,97","922,26",,,,,,,29.10.2008,10/29/2008,,,,
28.10.2008,"940,51","848,92","940,51","845,27",,,,,,,28.10.2008,10/28/2008,,,,
27.10.2008,"848,92","874,28","893,78","846,75",,,,,,,27.10.2008,10/27/2008,,,,
24.10.2008,"876,77","895,22","896,30","852,85",,,,,,,24.10.2008,10/24/2008,,,,
23.10.2008,"908,11","899,08","922,83","858,44",,,,,,,23.10.2008,10/23/2008,,,,
22.10.2008,"896,78","951,67","951,67","875,81",,,,,,,22.10.2008,10/22/2008,,,,
21.10.2008,"955,05","980,40","985,44","952,47",,,,,,,21.10.2008,10/21/2008,,,,
20.10.2008,"985,40","943,51","985,40","943,51",,,,,,,20.10.2008,10/20/2008,,,,
17.10.2008,"940,55","942,29","984,64","918,74",,,,,,,17.10.2008,10/17/2008,,,,
16.10.2008,"946,43","909,53","947,71","865,83",,,,,,,16.10.2008,10/16/2008,,,,
15.10.2008,"907,84","994,60","994,60","903,99",,,,,,,15.10.2008,10/15/2008,,,,
14.10.2008,"998,01","1.009,97","1.044,31","972,07",,,,,,,14.10.2008,10/14/2008,,,,
13.10.2008,"1.003,35","912,75","1.006,93","912,75",,,,,,,13.10.2008,10/13/2008,,,,
10.10.2008,"899,22","902,31","936,36","839,80",,,,,,,10.10.2008,10/10/2008,,,,
09.10.2008,"909,92","988,42","1.005,25","909,19",,,,,,,09.10.2008,10/09/2008,,,,
08.10.2008,"984,94","988,91","1.021,06","970,97",,,,,,,08.10.2008,10/08/2008,,,,
07.10.2008,"996,23","1.057,60","1.072,91","996,23",,,,,,,07.10.2008,10/07/2008,,,,
06.10.2008,"1.056,89","1.097,56","1.097,56","1.007,97",,,,,,,06.10.2008,10/06/2008,,,,
03.10.2008,"1.099,23","1.115,16","1.153,82","1.098,14",,,,,,,03.10.2008,10/03/2008,,,,
02.10.2008,"1.114,28","1.160,64","1.160,64","1.111,43",,,,,,,02.10.2008,10/02/2008,,,,
01.10.2008,"1.161,06","1.164,17","1.167,03","1.140,77",,,,,,,01.10.2008,10/01/2008,,,,
30.09.2008,"1.166,36","1.113,78","1.168,03","1.113,78",,,,,,,30.09.2008,09/30/2008,,,,
29.09.2008,"1.106,42","1.209,07","1.209,07","1.106,42",,,,,,,29.09.2008,09/29/2008,,,,
26.09.2008,"1.213,27","1.204,47","1.215,77","1.187,54",,,,,,,26.09.2008,09/26/2008,,,,
25.09.2008,"1.209,18","1.187,87","1.220,03","1.187,87",,,,,,,25.09.2008,09/25/2008,,,,
24.09.2008,"1.185,87","1.188,79","1.197,41","1.179,79",,,,,,,24.09.2008,09/24/2008,,,,
23.09.2008,"1.188,22","1.207,61","1.221,15","1.187,06",,,,,,,23.09.2008,09/23/2008,,,,
22.09.2008,"1.207,09","1.255,37","1.255,37","1.205,61",,,,,,,22.09.2008,09/22/2008,,,,
19.09.2008,"1.255,08","1.213,11","1.265,12","1.213,11",,,,,,,19.09.2008,09/19/2008,,,,
18.09.2008,"1.206,51","1.157,08","1.211,14","1.133,50",,,,,,,18.09.2008,09/18/2008,,,,
17.09.2008,"1.156,39","1.210,34","1.210,34","1.155,88",,,,,,,17.09.2008,09/17/2008,,,,
16.09.2008,"1.213,60","1.188,31","1.214,84","1.169,28",,,,,,,16.09.2008,09/16/2008,,,,
15.09.2008,"1.192,70","1.250,92","1.250,92","1.192,70",,,,,,,15.09.2008,09/15/2008,,,,
12.09.2008,"1.251,70","1.245,88","1.255,09","1.233,81",,,,,,,12.09.2008,09/12/2008,,,,
11.09.2008,"1.249,05","1.229,04","1.249,98","1.211,54",,,,,,,11.09.2008,09/11/2008,,,,
10.09.2008,"1.232,04","1.227,50","1.243,90","1.221,60",,,,,,,10.09.2008,09/10/2008,,,,
09.09.2008,"1.224,51","1.267,98","1.268,66","1.224,51",,,,,,,09.09.2008,09/09/2008,,,,
08.09.2008,"1.267,79","1.249,50","1.274,42","1.247,12",,,,,,,08.09.2008,09/08/2008,,,,
05.09.2008,"1.242,31","1.233,21","1.244,94","1.217,23",,,,,,,05.09.2008,09/05/2008,,,,
04.09.2008,"1.236,83","1.271,80","1.271,80","1.232,83",,,,,,,04.09.2008,09/04/2008,,,,
03.09.2008,"1.274,98","1.276,61","1.280,60","1.265,59",,,,,,,03.09.2008,09/03/2008,,,,
02.09.2008,"1.277,58","1.287,83","1.303,04","1.272,20",,,,,,,02.09.2008,09/02/2008,,,,
29.08.2008,"1.282,83","1.296,49","1.297,59","1.282,74",,,,,,,29.08.2008,08/29/2008,,,,
28.08.2008,"1.300,68","1.283,79","1.300,68","1.283,79",,,,,,,28.08.2008,08/28/2008,,,,
27.08.2008,"1.281,66","1.271,29","1.285,05","1.270,03",,,,,,,27.08.2008,08/27/2008,,,,
26.08.2008,"1.271,51","1.267,03","1.275,65","1.263,21",,,,,,,26.08.2008,08/26/2008,,,,
25.08.2008,"1.266,84","1.290,47","1.290,47","1.264,87",,,,,,,25.08.2008,08/25/2008,,,,
22.08.2008,"1.292,20","1.277,59","1.293,09","1.277,59",,,,,,,22.08.2008,08/22/2008,,,,
21.08.2008,"1.277,72","1.271,07","1.281,40","1.265,22",,,,,,,21.08.2008,08/21/2008,,,,
20.08.2008,"1.274,54","1.267,34","1.276,01","1.261,16",,,,,,,20.08.2008,08/20/2008,,,,
19.08.2008,"1.266,69","1.276,65","1.276,65","1.263,11",,,,,,,19.08.2008,08/19/2008,,,,
18.08.2008,"1.278,60","1.298,14","1.300,22","1.274,51",,,,,,,18.08.2008,08/18/2008,,,,
15.08.2008,"1.298,20","1.293,85","1.302,05","1.290,74",,,,,,,15.08.2008,08/15/2008,,,,
14.08.2008,"1.292,93","1.282,11","1.300,11","1.276,84",,,,,,,14.08.2008,08/14/2008,,,,
13.08.2008,"1.285,83","1.288,64","1.294,03","1.274,86",,,,,,,13.08.2008,08/13/2008,,,,
12.08.2008,"1.289,59","1.304,79","1.304,79","1.285,64",,,,,,,12.08.2008,08/12/2008,,,,
11.08.2008,"1.305,32","1.294,42","1.313,15","1.291,41",,,,,,,11.08.2008,08/11/2008,,,,
08.08.2008,"1.296,32","1.266,29","1.297,85","1.262,11",,,,,,,08.08.2008,08/08/2008,,,,
07.08.2008,"1.266,07","1.286,51","1.286,51","1.264,29",,,,,,,07.08.2008,08/07/2008,,,,
06.08.2008,"1.289,19","1.283,99","1.291,67","1.276,00",,,,,,,06.08.2008,08/06/2008,,,,
05.08.2008,"1.284,88","1.254,87","1.284,88","1.254,67",,,,,,,05.08.2008,08/05/2008,,,,
04.08.2008,"1.249,01","1.253,27","1.260,49","1.247,45",,,,,,,04.08.2008,08/04/2008,,,,
01.08.2008,"1.260,31","1.269,42","1.270,52","1.254,54",,,,,,,01.08.2008,08/01/2008,,,,
31.07.2008,"1.267,38","1.281,37","1.284,93","1.265,97",,,,,,,31.07.2008,07/31/2008,,,,
30.07.2008,"1.284,26","1.264,52","1.284,33","1.264,52",,,,,,,30.07.2008,07/30/2008,,,,
29.07.2008,"1.263,20","1.236,38","1.263,20","1.236,38",,,,,,,29.07.2008,07/29/2008,,,,
28.07.2008,"1.234,37","1.257,76","1.260,09","1.234,37",,,,,,,28.07.2008,07/28/2008,,,,
25.07.2008,"1.257,76","1.253,51","1.263,23","1.251,75",,,,,,,25.07.2008,07/25/2008,,,,
24.07.2008,"1.252,54","1.283,22","1.283,22","1.251,48",,,,,,,24.07.2008,07/24/2008,,,,
23.07.2008,"1.282,19","1.278,87","1.291,17","1.276,06",,,,,,,23.07.2008,07/23/2008,,,,
22.07.2008,"1.277,00","1.257,08","1.277,42","1.248,83",,,,,,,22.07.2008,07/22/2008,,,,
21.07.2008,"1.260,00","1.261,82","1.267,74","1.255,70",,,,,,,21.07.2008,07/21/2008,,,,
18.07.2008,"1.260,68","1.258,22","1.262,23","1.251,81",,,,,,,18.07.2008,07/18/2008,,,,
17.07.2008,"1.260,32","1.246,31","1.262,31","1.241,49",,,,,,,17.07.2008,07/17/2008,,,,
16.07.2008,"1.245,36","1.214,65","1.245,52","1.211,39",,,,,,,16.07.2008,07/16/2008,,,,
15.07.2008,"1.214,91","1.226,83","1.234,35","1.200,44",,,,,,,15.07.2008,07/15/2008,,,,
14.07.2008,"1.228,30","1.241,61","1.253,50","1.225,01",,,,,,,14.07.2008,07/14/2008,,,,
11.07.2008,"1.239,49","1.248,66","1.257,27","1.225,35",,,,,,,11.07.2008,07/11/2008,,,,
10.07.2008,"1.253,39","1.245,25","1.257,65","1.236,76",,,,,,,10.07.2008,07/10/2008,,,,
09.07.2008,"1.244,69","1.273,38","1.277,36","1.244,57",,,,,,,09.07.2008,07/09/2008,,,,
08.07.2008,"1.273,70","1.251,84","1.274,17","1.242,84",,,,,,,08.07.2008,07/08/2008,,,,
07.07.2008,"1.252,31","1.262,90","1.273,95","1.240,68",,,,,,,07.07.2008,07/07/2008,,,,
03.07.2008,"1.262,90","1.262,96","1.271,48","1.252,01",,,,,,,03.07.2008,07/03/2008,,,,
02.07.2008,"1.261,52","1.285,82","1.292,17","1.261,51",,,,,,,02.07.2008,07/02/2008,,,,
01.07.2008,"1.284,91","1.276,69","1.285,31","1.260,68",,,,,,,01.07.2008,07/01/2008,,,,
30.06.2008,"1.280,00","1.278,06","1.290,31","1.274,86",,,,,,,30.06.2008,06/30/2008,,,,
27.06.2008,"1.278,38","1.283,60","1.289,45","1.272,00",,,,,,,27.06.2008,06/27/2008,,,,
26.06.2008,"1.283,15","1.316,29","1.316,29","1.283,15",,,,,,,26.06.2008,06/26/2008,,,,
25.06.2008,"1.321,97","1.314,54","1.335,63","1.314,54",,,,,,,25.06.2008,06/25/2008,,,,
24.06.2008,"1.314,29","1.317,23","1.326,02","1.304,42",,,,,,,24.06.2008,06/24/2008,,,,
23.06.2008,"1.318,00","1.319,77","1.323,78","1.315,31",,,,,,,23.06.2008,06/23/2008,,,,
20.06.2008,"1.317,93","1.341,02","1.341,02","1.314,46",,,,,,,20.06.2008,06/20/2008,,,,
19.06.2008,"1.342,83","1.336,89","1.347,66","1.330,50",,,,,,,19.06.2008,06/19/2008,,,,
18.06.2008,"1.337,81","1.349,59","1.349,59","1.333,40",,,,,,,18.06.2008,06/18/2008,,,,
17.06.2008,"1.350,93","1.360,71","1.366,59","1.350,54",,,,,,,17.06.2008,06/17/2008,,,,
16.06.2008,"1.360,14","1.358,85","1.364,70","1.352,07",,,,,,,16.06.2008,06/16/2008,,,,
13.06.2008,"1.360,03","1.341,81","1.360,03","1.341,71",,,,,,,13.06.2008,06/13/2008,,,,
12.06.2008,"1.339,87","1.335,78","1.353,03","1.331,29",,,,,,,12.06.2008,06/12/2008,,,,
11.06.2008,"1.335,49","1.357,09","1.357,09","1.335,47",,,,,,,11.06.2008,06/11/2008,,,,
10.06.2008,"1.358,44","1.358,98","1.366,84","1.351,56",,,,,,,10.06.2008,06/10/2008,,,,
09.06.2008,"1.361,76","1.360,83","1.370,63","1.350,62",,,,,,,09.06.2008,06/09/2008,,,,
06.06.2008,"1.360,68","1.400,06","1.400,06","1.359,90",,,,,,,06.06.2008,06/06/2008,,,,
05.06.2008,"1.404,05","1.377,48","1.404,05","1.377,48",,,,,,,05.06.2008,06/05/2008,,,,
04.06.2008,"1.377,20","1.376,26","1.388,18","1.371,74",,,,,,,04.06.2008,06/04/2008,,,,
03.06.2008,"1.377,65","1.386,42","1.393,12","1.370,12",,,,,,,03.06.2008,06/03/2008,,,,
02.06.2008,"1.385,67","1.399,62","1.399,62","1.377,79",,,,,,,02.06.2008,06/02/2008,,,,
30.05.2008,"1.400,38","1.398,36","1.404,46","1.398,08",,,,,,,30.05.2008,05/30/2008,,,,
29.05.2008,"1.398,26","1.390,50","1.406,32","1.388,59",,,,,,,29.05.2008,05/29/2008,,,,
28.05.2008,"1.390,84","1.386,54","1.391,25","1.378,16",,,,,,,28.05.2008,05/28/2008,,,,
27.05.2008,"1.385,35","1.375,97","1.387,40","1.373,07",,,,,,,27.05.2008,05/27/2008,,,,
23.05.2008,"1.375,93","1.392,20","1.392,20","1.373,72",,,,,,,23.05.2008,05/23/2008,,,,
22.05.2008,"1.394,35","1.390,83","1.399,07","1.390,23",,,,,,,22.05.2008,05/22/2008,,,,
21.05.2008,"1.390,71","1.414,06","1.419,12","1.388,81",,,,,,,21.05.2008,05/21/2008,,,,
20.05.2008,"1.413,40","1.424,49","1.424,49","1.409,09",,,,,,,20.05.2008,05/20/2008,,,,
19.05.2008,"1.426,63","1.425,28","1.440,24","1.421,63",,,,,,,19.05.2008,05/19/2008,,,,
16.05.2008,"1.425,35","1.423,89","1.425,82","1.414,35",,,,,,,16.05.2008,05/16/2008,,,,
15.05.2008,"1.423,57","1.408,36","1.424,40","1.406,87",,,,,,,15.05.2008,05/15/2008,,,,
14.05.2008,"1.408,66","1.405,65","1.420,19","1.405,65",,,,,,,14.05.2008,05/14/2008,,,,
13.05.2008,"1.403,04","1.404,40","1.406,30","1.396,26",,,,,,,13.05.2008,05/13/2008,,,,
12.05.2008,"1.403,58","1.389,40","1.404,06","1.386,20",,,,,,,12.05.2008,05/12/2008,,,,
09.05.2008,"1.388,28","1.394,90","1.394,90","1.384,11",,,,,,,09.05.2008,05/09/2008,,,,
08.05.2008,"1.397,68","1.394,29","1.402,35","1.389,39",,,,,,,08.05.2008,05/08/2008,,,,
07.05.2008,"1.392,57","1.417,49","1.419,54","1.391,16",,,,,,,07.05.2008,05/07/2008,,,,
06.05.2008,"1.418,26","1.405,60","1.421,57","1.397,10",,,,,,,06.05.2008,05/06/2008,,,,
05.05.2008,"1.407,49","1.415,34","1.415,34","1.404,37",,,,,,,05.05.2008,05/05/2008,,,,
02.05.2008,"1.413,90","1.409,16","1.422,72","1.406,25",,,,,,,02.05.2008,05/02/2008,,,,
01.05.2008,"1.409,34","1.385,97","1.410,07","1.383,07",,,,,,,01.05.2008,05/01/2008,,,,
30.04.2008,"1.385,59","1.391,22","1.404,57","1.384,25",,,,,,,30.04.2008,04/30/2008,,,,
29.04.2008,"1.390,94","1.395,61","1.397,00","1.386,70",,,,,,,29.04.2008,04/29/2008,,,,
28.04.2008,"1.396,37","1.397,96","1.402,90","1.394,40",,,,,,,28.04.2008,04/28/2008,,,,
25.04.2008,"1.397,84","1.387,88","1.399,11","1.379,98",,,,,,,25.04.2008,04/25/2008,,,,
24.04.2008,"1.388,82","1.380,52","1.397,72","1.371,09",,,,,,,24.04.2008,04/24/2008,,,,
23.04.2008,"1.379,93","1.378,40","1.387,87","1.372,24",,,,,,,23.04.2008,04/23/2008,,,,
22.04.2008,"1.375,94","1.386,43","1.386,43","1.369,84",,,,,,,22.04.2008,04/22/2008,,,,
21.04.2008,"1.388,17","1.387,72","1.390,23","1.379,25",,,,,,,21.04.2008,04/21/2008,,,,
18.04.2008,"1.390,33","1.369,00","1.395,90","1.369,00",,,,,,,18.04.2008,04/18/2008,,,,
17.04.2008,"1.365,56","1.363,37","1.368,60","1.357,25",,,,,,,17.04.2008,04/17/2008,,,,
16.04.2008,"1.364,71","1.337,02","1.365,49","1.337,02",,,,,,,16.04.2008,04/16/2008,,,,
15.04.2008,"1.334,43","1.331,72","1.337,72","1.324,35",,,,,,,15.04.2008,04/15/2008,,,,
14.04.2008,"1.328,32","1.332,20","1.335,64","1.326,16",,,,,,,14.04.2008,04/14/2008,,,,
11.04.2008,"1.332,83","1.357,98","1.357,98","1.331,21",,,,,,,11.04.2008,04/11/2008,,,,
10.04.2008,"1.360,55","1.355,37","1.367,24","1.350,11",,,,,,,10.04.2008,04/10/2008,,,,
09.04.2008,"1.354,49","1.365,50","1.368,39","1.349,97",,,,,,,09.04.2008,04/09/2008,,,,
08.04.2008,"1.365,54","1.370,16","1.370,16","1.360,62",,,,,,,08.04.2008,04/08/2008,,,,
07.04.2008,"1.372,54","1.373,69","1.386,74","1.369,02",,,,,,,07.04.2008,04/07/2008,,,,
04.04.2008,"1.370,40","1.369,85","1.380,91","1.362,83",,,,,,,04.04.2008,04/04/2008,,,,
03.04.2008,"1.369,31","1.365,69","1.375,66","1.358,68",,,,,,,03.04.2008,04/03/2008,,,,
02.04.2008,"1.367,53","1.369,96","1.377,95","1.361,55",,,,,,,02.04.2008,04/02/2008,,,,
01.04.2008,"1.370,18","1.326,41","1.370,18","1.326,41",,,,,,,01.04.2008,04/01/2008,,,,
31.03.2008,"1.322,70","1.315,92","1.328,52","1.312,81",,,,,,,31.03.2008,03/31/2008,,,,
28.03.2008,"1.315,22","1.327,02","1.334,87","1.312,95",,,,,,,28.03.2008,03/28/2008,,,,
27.03.2008,"1.325,76","1.340,34","1.345,62","1.325,66",,,,,,,27.03.2008,03/27/2008,,,,
26.03.2008,"1.341,13","1.352,45","1.352,45","1.336,41",,,,,,,26.03.2008,03/26/2008,,,,
25.03.2008,"1.352,99","1.349,07","1.357,47","1.341,21",,,,,,,25.03.2008,03/25/2008,,,,
24.03.2008,"1.349,88","1.330,29","1.359,68","1.330,29",,,,,,,24.03.2008,03/24/2008,,,,
20.03.2008,"1.329,51","1.299,67","1.330,67","1.295,22",,,,,,,20.03.2008,03/20/2008,,,,
19.03.2008,"1.298,42","1.330,97","1.341,51","1.298,42",,,,,,,19.03.2008,03/19/2008,,,,
18.03.2008,"1.330,74","1.277,16","1.330,74","1.277,16",,,,,,,18.03.2008,03/18/2008,,,,
17.03.2008,"1.276,60","1.283,21","1.287,50","1.256,98",,,,,,,17.03.2008,03/17/2008,,,,
14.03.2008,"1.288,14","1.316,05","1.321,47","1.274,86",,,,,,,14.03.2008,03/14/2008,,,,
13.03.2008,"1.315,48","1.305,26","1.321,68","1.282,11",,,,,,,13.03.2008,03/13/2008,,,,
12.03.2008,"1.308,77","1.321,13","1.333,26","1.307,86",,,,,,,12.03.2008,03/12/2008,,,,
11.03.2008,"1.320,65","1.274,40","1.320,65","1.274,40",,,,,,,11.03.2008,03/11/2008,,,,
10.03.2008,"1.273,37","1.293,16","1.295,01","1.272,66",,,,,,,10.03.2008,03/10/2008,,,,
07.03.2008,"1.293,37","1.301,53","1.313,24","1.282,43",,,,,,,07.03.2008,03/07/2008,,,,
06.03.2008,"1.304,34","1.332,20","1.332,20","1.303,42",,,,,,,06.03.2008,03/06/2008,,,,
05.03.2008,"1.333,70","1.327,69","1.344,19","1.320,22",,,,,,,05.03.2008,03/05/2008,,,,
04.03.2008,"1.326,75","1.329,58","1.331,03","1.307,39",,,,,,,04.03.2008,03/04/2008,,,,
03.03.2008,"1.331,34","1.330,45","1.335,13","1.320,04",,,,,,,03.03.2008,03/03/2008,,,,
29.02.2008,"1.330,63","1.364,07","1.364,07","1.325,42",,,,,,,29.02.2008,02/29/2008,,,,
28.02.2008,"1.367,68","1.378,16","1.378,16","1.363,16",,,,,,,28.02.2008,02/28/2008,,,,
27.02.2008,"1.380,02","1.378,95","1.388,34","1.372,00",,,,,,,27.02.2008,02/27/2008,,,,
26.02.2008,"1.381,29","1.371,76","1.387,34","1.363,29",,,,,,,26.02.2008,02/26/2008,,,,
25.02.2008,"1.371,80","1.352,75","1.374,36","1.346,03",,,,,,,25.02.2008,02/25/2008,,,,
22.02.2008,"1.353,11","1.344,22","1.354,30","1.327,04",,,,,,,22.02.2008,02/22/2008,,,,
21.02.2008,"1.342,53","1.362,21","1.367,94","1.339,34",,,,,,,21.02.2008,02/21/2008,,,,
20.02.2008,"1.360,03","1.348,39","1.363,71","1.336,55",,,,,,,20.02.2008,02/20/2008,,,,
19.02.2008,"1.348,78","1.355,86","1.367,28","1.345,05",,,,,,,19.02.2008,02/19/2008,,,,
15.02.2008,"1.349,99","1.347,52","1.350,00","1.338,13",,,,,,,15.02.2008,02/15/2008,,,,
14.02.2008,"1.348,86","1.367,33","1.368,16","1.347,31",,,,,,,14.02.2008,02/14/2008,,,,
13.02.2008,"1.367,21","1.353,12","1.369,23","1.350,78",,,,,,,13.02.2008,02/13/2008,,,,
12.02.2008,"1.348,86","1.340,55","1.362,10","1.339,36",,,,,,,12.02.2008,02/12/2008,,,,
11.02.2008,"1.339,13","1.331,92","1.341,40","1.320,32",,,,,,,11.02.2008,02/11/2008,,,,
08.02.2008,"1.331,29","1.336,88","1.341,22","1.321,06",,,,,,,08.02.2008,02/08/2008,,,,
07.02.2008,"1.336,91","1.324,01","1.347,16","1.316,75",,,,,,,07.02.2008,02/07/2008,,,,
06.02.2008,"1.326,45","1.339,48","1.351,96","1.324,34",,,,,,,06.02.2008,02/06/2008,,,,
05.02.2008,"1.336,64","1.380,28","1.380,28","1.336,64",,,,,,,05.02.2008,02/05/2008,,,,
04.02.2008,"1.380,82","1.395,38","1.395,38","1.379,69",,,,,,,04.02.2008,02/04/2008,,,,
01.02.2008,"1.395,42","1.378,60","1.396,02","1.375,93",,,,,,,01.02.2008,02/01/2008,,,,
31.01.2008,"1.378,55","1.351,98","1.385,62","1.334,08",,,,,,,31.01.2008,01/31/2008,,,,
30.01.2008,"1.355,81","1.362,22","1.385,86","1.352,95",,,,,,,30.01.2008,01/30/2008,,,,
29.01.2008,"1.362,30","1.355,94","1.364,93","1.350,19",,,,,,,29.01.2008,01/29/2008,,,,
28.01.2008,"1.353,96","1.330,70","1.353,97","1.322,26",,,,,,,28.01.2008,01/28/2008,,,,
25.01.2008,"1.330,61","1.357,32","1.368,56","1.327,50",,,,,,,25.01.2008,01/25/2008,,,,
24.01.2008,"1.352,07","1.340,13","1.355,15","1.334,31",,,,,,,24.01.2008,01/24/2008,,,,
23.01.2008,"1.338,60","1.310,41","1.339,09","1.270,05",,,,,,,23.01.2008,01/23/2008,,,,
22.01.2008,"1.310,50","1.312,94","1.322,09","1.274,29",,,,,,,22.01.2008,01/22/2008,,,,
18.01.2008,"1.325,19","1.333,90","1.350,28","1.312,51",,,,,,,18.01.2008,01/18/2008,,,,
17.01.2008,"1.333,25","1.374,79","1.377,72","1.330,67",,,,,,,17.01.2008,01/17/2008,,,,
16.01.2008,"1.373,20","1.377,41","1.391,99","1.364,27",,,,,,,16.01.2008,01/16/2008,,,,
15.01.2008,"1.380,95","1.411,88","1.411,88","1.380,60",,,,,,,15.01.2008,01/15/2008,,,,
14.01.2008,"1.416,25","1.402,91","1.417,89","1.402,91",,,,,,,14.01.2008,01/14/2008,,,,
11.01.2008,"1.401,02","1.419,91","1.419,91","1.394,83",,,,,,,11.01.2008,01/11/2008,,,,
10.01.2008,"1.420,33","1.406,78","1.429,09","1.395,31",,,,,,,10.01.2008,01/10/2008,,,,
09.01.2008,"1.409,13","1.390,25","1.409,19","1.378,70",,,,,,,09.01.2008,01/09/2008,,,,
08.01.2008,"1.390,19","1.415,71","1.430,28","1.388,30",,,,,,,08.01.2008,01/08/2008,,,,
07.01.2008,"1.416,18","1.414,07","1.423,87","1.403,45",,,,,,,07.01.2008,01/07/2008,,,,
04.01.2008,"1.411,63","1.444,01","1.444,01","1.411,19",,,,,,,04.01.2008,01/04/2008,,,,
03.01.2008,"1.447,16","1.447,55","1.456,80","1.443,73",,,,,,,03.01.2008,01/03/2008,,,,
02.01.2008,"1.447,16","1.467,97","1.471,77","1.442,07",,,,,,,02.01.2008,01/02/2008,,,,
31.12.2007,"1.468,36","1.475,25","1.475,83","1.465,13",,,,,,,31.12.2007,12/31/2007,,,,
28.12.2007,"1.478,49","1.479,83","1.488,01","1.471,70",,,,,,,28.12.2007,12/28/2007,,,,
27.12.2007,"1.476,27","1.495,05","1.495,05","1.475,86",,,,,,,27.12.2007,12/27/2007,,,,
26.12.2007,"1.497,66","1.495,12","1.498,85","1.488,20",,,,,,,26.12.2007,12/26/2007,,,,
24.12.2007,"1.496,45","1.484,55","1.497,63","1.484,55",,,,,,,24.12.2007,12/24/2007,,,,
21.12.2007,"1.484,46","1.463,19","1.485,40","1.463,19",,,,,,,21.12.2007,12/21/2007,,,,
20.12.2007,"1.460,12","1.456,42","1.461,53","1.447,22",,,,,,,20.12.2007,12/20/2007,,,,
19.12.2007,"1.453,00","1.454,70","1.464,42","1.445,31",,,,,,,19.12.2007,12/19/2007,,,,
18.12.2007,"1.454,98","1.445,92","1.460,16","1.435,65",,,,,,,18.12.2007,12/18/2007,,,,
17.12.2007,"1.445,90","1.465,05","1.465,05","1.445,43",,,,,,,17.12.2007,12/17/2007,,,,
14.12.2007,"1.467,95","1.486,19","1.486,67","1.467,78",,,,,,,14.12.2007,12/14/2007,,,,
13.12.2007,"1.488,41","1.483,27","1.489,40","1.469,21",,,,,,,13.12.2007,12/13/2007,,,,
12.12.2007,"1.486,59","1.487,58","1.511,96","1.468,23",,,,,,,12.12.2007,12/12/2007,,,,
11.12.2007,"1.477,65","1.516,68","1.523,57","1.475,99",,,,,,,11.12.2007,12/11/2007,,,,
10.12.2007,"1.515,96","1.505,11","1.518,27","1.504,96",,,,,,,10.12.2007,12/10/2007,,,,
07.12.2007,"1.504,66","1.508,60","1.510,63","1.502,66",,,,,,,07.12.2007,12/07/2007,,,,
06.12.2007,"1.507,34","1.484,59","1.508,02","1.482,19",,,,,,,06.12.2007,12/06/2007,,,,
05.12.2007,"1.485,01","1.465,22","1.486,09","1.465,22",,,,,,,05.12.2007,12/05/2007,,,,
04.12.2007,"1.462,79","1.471,34","1.471,34","1.460,66",,,,,,,04.12.2007,12/04/2007,,,,
03.12.2007,"1.472,42","1.479,63","1.481,16","1.470,08",,,,,,,03.12.2007,12/03/2007,,,,
