Date,Open,High,Low,Close,,,,,,,Date SP,Date EUR,,,,
22.07.2004,"1.096,80","1.093,90","1.099,70","1.084,20",,,,,,,22.07.2004,07/27/2004,,,,
21.07.2004,"1.093,90","1.108,70","1.116,30","1.093,90",,,,,,,21.07.2004,07/26/2004,,,,
20.07.2004,"1.108,70","1.100,90","1.108,90","1.099,10",,,,,,,20.07.2004,07/23/2004,,,,
19.07.2004,"1.100,90","1.101,40","1.105,50","1.096,50",,,,,,,19.07.2004,07/22/2004,,,,
16.07.2004,"1.101,40","1.106,70","1.112,20","1.101,10",,,,,,,16.07.2004,07/21/2004,,,,
15.07.2004,"1.106,70","1.111,50","1.114,70","1.106,60",,,,,,,15.07.2004,07/20/2004,,,,
14.07.2004,"1.111,50","1.115,10","1.119,60","1.107,80",,,,,,,14.07.2004,07/19/2004,,,,
13.07.2004,"1.115,10","1.114,30","1.116,30","1.113,00",,,,,,,13.07.2004,07/16/2004,,,,
12.07.2004,"1.114,30","1.112,80","1.116,10","1.106,70",,,,,,,12.07.2004,07/15/2004,,,,
09.07.2004,"1.112,80","1.109,10","1.115,60","1.109,10",,,,,,,09.07.2004,07/14/2004,,,,
08.07.2004,"1.109,10","1.118,30","1.119,10","1.108,70",,,,,,,08.07.2004,07/13/2004,,,,
07.07.2004,"1.118,30","1.116,20","1.122,40","1.114,90",,,,,,,07.07.2004,07/12/2004,,,,
06.07.2004,"1.116,20","1.125,40","1.125,40","1.113,20",,,,,,,06.07.2004,07/09/2004,,,,
02.07.2004,"1.125,40","1.128,90","1.129,20","1.123,30",,,,,,,02.07.2004,07/08/2004,,,,
01.07.2004,"1.128,90","1.140,80","1.140,80","1.123,10",,,,,,,01.07.2004,07/07/2004,,,,
30.06.2004,"1.140,80","1.136,20","1.144,20","1.133,60",,,,,,,30.06.2004,07/06/2004,,,,
29.06.2004,"1.136,20","1.133,30","1.138,30","1.131,80",,,,,,,29.06.2004,07/05/2004,,,,
28.06.2004,"1.133,30","1.134,40","1.142,60","1.131,60",,,,,,,28.06.2004,07/02/2004,,,,
25.06.2004,"1.134,40","1.140,70","1.146,00","1.134,20",,,,,,,25.06.2004,07/01/2004,,,,
24.06.2004,"1.140,70","1.144,10","1.146,30","1.139,90",,,,,,,24.06.2004,06/30/2004,,,,
23.06.2004,"1.144,10","1.134,40","1.145,20","1.131,70",,,,,,,23.06.2004,06/29/2004,,,,
22.06.2004,"1.134,40","1.130,30","1.135,00","1.124,40",,,,,,,22.06.2004,06/28/2004,,,,
21.06.2004,"1.130,30","1.135,00","1.138,00","1.129,60",,,,,,,21.06.2004,06/25/2004,,,,
18.06.2004,"1.135,00","1.132,00","1.139,10","1.129,80",,,,,,,18.06.2004,06/24/2004,,,,
17.06.2004,"1.132,00","1.133,60","1.133,60","1.126,90",,,,,,,17.06.2004,06/23/2004,,,,
16.06.2004,"1.133,60","1.132,00","1.135,30","1.130,50",,,,,,,16.06.2004,06/22/2004,,,,
15.06.2004,"1.132,00","1.125,30","1.137,40","1.125,30",,,,,,,15.06.2004,06/21/2004,,,,
14.06.2004,"1.125,30","1.136,50","1.136,50","1.122,20",,,,,,,14.06.2004,06/18/2004,,,,
10.06.2004,"1.136,50","1.131,30","1.136,50","1.131,30",,,,,,,10.06.2004,06/17/2004,,,,
09.06.2004,"1.131,30","1.142,20","1.142,20","1.131,20",,,,,,,09.06.2004,06/16/2004,,,,
08.06.2004,"1.142,20","1.140,40","1.142,20","1.135,50",,,,,,,08.06.2004,06/15/2004,,,,
07.06.2004,"1.140,40","1.122,50","1.140,50","1.122,50",,,,,,,07.06.2004,06/14/2004,,,,
04.06.2004,"1.122,50","1.116,60","1.129,20","1.116,60",,,,,,,04.06.2004,06/11/2004,,,,
03.06.2004,"1.116,60","1.125,00","1.125,30","1.116,60",,,,,,,03.06.2004,06/10/2004,,,,
02.06.2004,"1.125,00","1.121,20","1.128,10","1.118,60",,,,,,,02.06.2004,06/09/2004,,,,
01.06.2004,"1.121,20","1.120,70","1.122,70","1.113,30",,,,,,,01.06.2004,06/08/2004,,,,
28.05.2004,"1.120,70","1.121,30","1.122,70","1.118,10",,,,,,,28.05.2004,06/07/2004,,,,
27.05.2004,"1.121,30","1.114,90","1.124,00","1.114,90",,,,,,,27.05.2004,06/04/2004,,,,
26.05.2004,"1.114,90","1.113,00","1.116,70","1.109,90",,,,,,,26.05.2004,06/03/2004,,,,
25.05.2004,"1.113,00","1.095,40","1.113,80","1.090,70",,,,,,,25.05.2004,06/02/2004,,,,
24.05.2004,"1.095,40","1.093,60","1.101,70","1.091,80",,,,,,,24.05.2004,06/01/2004,,,,
21.05.2004,"1.093,60","1.089,20","1.099,70","1.089,20",,,,,,,21.05.2004,05/31/2004,,,,
20.05.2004,"1.089,20","1.088,70","1.092,60","1.085,40",,,,,,,20.05.2004,05/28/2004,,,,
19.05.2004,"1.088,70","1.091,50","1.105,90","1.088,50",,,,,,,19.05.2004,05/27/2004,,,,
18.05.2004,"1.091,50","1.084,10","1.094,10","1.084,10",,,,,,,18.05.2004,05/26/2004,,,,
17.05.2004,"1.084,10","1.095,70","1.095,70","1.079,40",,,,,,,17.05.2004,05/25/2004,,,,
14.05.2004,"1.095,70","1.096,40","1.102,40","1.088,20",,,,,,,14.05.2004,05/24/2004,,,,
13.05.2004,"1.096,40","1.097,30","1.102,80","1.091,80",,,,,,,13.05.2004,05/21/2004,,,,
12.05.2004,"1.097,30","1.095,50","1.097,50","1.076,30",,,,,,,12.05.2004,05/20/2004,,,,
11.05.2004,"1.095,50","1.087,10","1.095,70","1.087,10",,,,,,,11.05.2004,05/19/2004,,,,
10.05.2004,"1.087,10","1.098,70","1.098,70","1.079,60",,,,,,,10.05.2004,05/18/2004,,,,
07.05.2004,"1.098,70","1.114,00","1.117,30","1.098,60",,,,,,,07.05.2004,05/17/2004,,,,
06.05.2004,"1.114,00","1.121,50","1.121,50","1.106,30",,,,,,,06.05.2004,05/14/2004,,,,
05.05.2004,"1.121,50","1.119,50","1.125,10","1.117,90",,,,,,,05.05.2004,05/13/2004,,,,
04.05.2004,"1.119,50","1.117,50","1.127,70","1.112,90",,,,,,,04.05.2004,05/12/2004,,,,
03.05.2004,"1.117,50","1.107,30","1.118,70","1.107,30",,,,,,,03.05.2004,05/11/2004,,,,
30.04.2004,"1.107,30","1.113,90","1.119,30","1.107,20",,,,,,,30.04.2004,05/10/2004,,,,
29.04.2004,"1.113,90","1.122,40","1.128,80","1.108,00",,,,,,,29.04.2004,05/07/2004,,,,
28.04.2004,"1.122,40","1.138,10","1.138,10","1.121,70",,,,,,,28.04.2004,05/06/2004,,,,
27.04.2004,"1.138,10","1.135,50","1.146,80","1.135,50",,,,,,,27.04.2004,05/05/2004,,,,
26.04.2004,"1.135,50","1.140,60","1.145,10","1.132,90",,,,,,,26.04.2004,05/04/2004,,,,
23.04.2004,"1.140,60","1.139,90","1.141,90","1.134,80",,,,,,,23.04.2004,05/03/2004,,,,
22.04.2004,"1.139,90","1.124,10","1.142,80","1.121,90",,,,,,,22.04.2004,04/30/2004,,,,
21.04.2004,"1.124,10","1.118,20","1.125,70","1.116,00",,,,,,,21.04.2004,04/29/2004,,,,
20.04.2004,"1.118,20","1.135,80","1.139,30","1.118,10",,,,,,,20.04.2004,04/28/2004,,,,
19.04.2004,"1.135,80","1.134,60","1.136,20","1.129,80",,,,,,,19.04.2004,04/27/2004,,,,
16.04.2004,"1.134,60","1.128,80","1.136,80","1.126,80",,,,,,,16.04.2004,04/26/2004,,,,
15.04.2004,"1.128,80","1.128,20","1.134,10","1.120,80",,,,,,,15.04.2004,04/23/2004,,,,
14.04.2004,"1.128,20","1.129,40","1.132,50","1.122,20",,,,,,,14.04.2004,04/22/2004,,,,
13.04.2004,"1.129,40","1.145,20","1.147,80","1.127,70",,,,,,,13.04.2004,04/21/2004,,,,
12.04.2004,"1.145,20","1.139,30","1.147,30","1.139,30",,,,,,,12.04.2004,04/20/2004,,,,
08.04.2004,"1.139,30","1.140,50","1.149,00","1.134,50",,,,,,,08.04.2004,04/19/2004,,,,
07.04.2004,"1.140,50","1.148,20","1.148,20","1.138,40",,,,,,,07.04.2004,04/16/2004,,,,
06.04.2004,"1.148,20","1.150,60","1.150,60","1.143,30",,,,,,,06.04.2004,04/15/2004,,,,
05.04.2004,"1.150,60","1.141,80","1.150,60","1.141,60",,,,,,,05.04.2004,04/14/2004,,,,
02.04.2004,"1.141,80","1.132,20","1.144,80","1.132,20",,,,,,,02.04.2004,04/13/2004,,,,
01.04.2004,"1.132,20","1.126,20","1.135,70","1.126,20",,,,,,,01.04.2004,04/12/2004,,,,
31.03.2004,"1.126,20","1.127,00","1.130,80","1.121,50",,,,,,,31.03.2004,04/09/2004,,,,
30.03.2004,"1.127,00","1.122,50","1.127,60","1.119,70",,,,,,,30.03.2004,04/08/2004,,,,
29.03.2004,"1.122,50","1.108,10","1.124,40","1.108,10",,,,,,,29.03.2004,04/07/2004,,,,
26.03.2004,"1.108,10","1.109,20","1.115,30","1.106,10",,,,,,,26.03.2004,04/06/2004,,,,
25.03.2004,"1.109,20","1.091,30","1.110,40","1.091,30",,,,,,,25.03.2004,04/05/2004,,,,
24.03.2004,"1.091,30","1.094,00","1.098,40","1.087,10",,,,,,,24.03.2004,04/02/2004,,,,
23.03.2004,"1.094,00","1.095,40","1.101,50","1.091,60",,,,,,,23.03.2004,04/01/2004,,,,
22.03.2004,"1.095,40","1.109,80","1.109,80","1.089,50",,,,,,,22.03.2004,03/31/2004,,,,
19.03.2004,"1.109,80","1.122,30","1.122,70","1.109,70",,,,,,,19.03.2004,03/30/2004,,,,
18.03.2004,"1.122,30","1.123,80","1.125,50","1.113,20",,,,,,,18.03.2004,03/29/2004,,,,
17.03.2004,"1.123,80","1.110,70","1.125,80","1.110,70",,,,,,,17.03.2004,03/26/2004,,,,
16.03.2004,"1.110,70","1.104,50","1.113,80","1.102,60",,,,,,,16.03.2004,03/25/2004,,,,
15.03.2004,"1.104,50","1.120,60","1.120,60","1.103,40",,,,,,,15.03.2004,03/24/2004,,,,
12.03.2004,"1.120,60","1.106,80","1.120,60","1.106,80",,,,,,,12.03.2004,03/23/2004,,,,
11.03.2004,"1.106,80","1.123,90","1.126,00","1.105,90",,,,,,,11.03.2004,03/22/2004,,,,
10.03.2004,"1.123,90","1.140,60","1.141,50","1.122,50",,,,,,,10.03.2004,03/19/2004,,,,
09.03.2004,"1.140,60","1.147,20","1.147,30","1.136,80",,,,,,,09.03.2004,03/18/2004,,,,
08.03.2004,"1.147,20","1.156,90","1.159,90","1.147,00",,,,,,,08.03.2004,03/17/2004,,,,
05.03.2004,"1.156,90","1.154,90","1.163,20","1.148,70",,,,,,,05.03.2004,03/16/2004,,,,
04.03.2004,"1.154,90","1.151,00","1.155,00","1.149,80",,,,,,,04.03.2004,03/15/2004,,,,
03.03.2004,"1.151,00","1.149,10","1.152,40","1.143,80",,,,,,,03.03.2004,03/12/2004,,,,
02.03.2004,"1.149,10","1.156,00","1.156,50","1.147,30",,,,,,,02.03.2004,03/11/2004,,,,
01.03.2004,"1.156,00","1.144,90","1.157,50","1.144,90",,,,,,,01.03.2004,03/10/2004,,,,
27.02.2004,"1.144,90","1.145,80","1.151,70","1.141,80",,,,,,,27.02.2004,03/09/2004,,,,
26.02.2004,"1.144,90","1.143,70","1.147,20","1.138,60",,,,,,,26.02.2004,03/08/2004,,,,
25.02.2004,"1.143,70","1.139,10","1.145,20","1.138,70",,,,,,,25.02.2004,03/05/2004,,,,
24.02.2004,"1.139,10","1.141,00","1.144,50","1.134,40",,,,,,,24.02.2004,03/04/2004,,,,
23.02.2004,"1.141,00","1.144,10","1.146,70","1.137,00",,,,,,,23.02.2004,03/03/2004,,,,
20.02.2004,"1.144,10","1.147,10","1.149,80","1.139,00",,,,,,,20.02.2004,03/02/2004,,,,
19.02.2004,"1.147,10","1.151,80","1.158,60","1.146,80",,,,,,,19.02.2004,03/01/2004,,,,
18.02.2004,"1.151,80","1.157,00","1.157,40","1.149,40",,,,,,,18.02.2004,02/27/2004,,,,
17.02.2004,"1.157,00","1.145,80","1.159,00","1.145,80",,,,,,,17.02.2004,02/26/2004,,,,
13.02.2004,"1.145,80","1.152,10","1.156,90","1.143,20",,,,,,,13.02.2004,02/25/2004,,,,
12.02.2004,"1.152,10","1.157,80","1.157,80","1.151,40",,,,,,,12.02.2004,02/24/2004,,,,
11.02.2004,"1.157,80","1.145,50","1.158,90","1.142,30",,,,,,,11.02.2004,02/23/2004,,,,
10.02.2004,"1.145,50","1.139,80","1.147,00","1.138,70",,,,,,,10.02.2004,02/20/2004,,,,
09.02.2004,"1.139,80","1.142,80","1.144,50","1.139,20",,,,,,,09.02.2004,02/19/2004,,,,
06.02.2004,"1.142,80","1.128,60","1.142,80","1.128,40",,,,,,,06.02.2004,02/18/2004,,,,
05.02.2004,"1.128,60","1.126,50","1.131,20","1.124,40",,,,,,,05.02.2004,02/17/2004,,,,
04.02.2004,"1.126,50","1.136,00","1.136,00","1.124,70",,,,,,,04.02.2004,02/16/2004,,,,
03.02.2004,"1.136,00","1.135,30","1.137,40","1.131,30",,,,,,,03.02.2004,02/13/2004,,,,
02.02.2004,"1.135,30","1.131,10","1.142,60","1.127,90",,,,,,,02.02.2004,02/12/2004,,,,
30.01.2004,"1.131,10","1.134,10","1.134,20","1.127,70",,,,,,,30.01.2004,02/11/2004,,,,
29.01.2004,"1.134,10","1.128,50","1.134,40","1.122,40",,,,,,,29.01.2004,02/10/2004,,,,
28.01.2004,"1.128,50","1.144,00","1.149,10","1.126,50",,,,,,,28.01.2004,02/09/2004,,,,
27.01.2004,"1.144,00","1.155,40","1.155,40","1.144,00",,,,,,,27.01.2004,02/06/2004,,,,
26.01.2004,"1.155,40","1.141,50","1.155,40","1.141,00",,,,,,,26.01.2004,02/05/2004,,,,
23.01.2004,"1.141,50","1.143,90","1.150,30","1.136,80",,,,,,,23.01.2004,02/04/2004,,,,
22.01.2004,"1.143,90","1.147,60","1.150,50","1.143,00",,,,,,,22.01.2004,02/03/2004,,,,
21.01.2004,"1.147,60","1.138,80","1.149,20","1.134,60",,,,,,,21.01.2004,02/02/2004,,,,
20.01.2004,"1.138,80","1.139,80","1.142,90","1.135,40",,,,,,,20.01.2004,01/30/2004,,,,
16.01.2004,"1.139,80","1.132,00","1.139,80","1.132,00",,,,,,,16.01.2004,01/29/2004,,,,
15.01.2004,"1.132,00","1.130,50","1.137,10","1.124,50",,,,,,,15.01.2004,01/28/2004,,,,
14.01.2004,"1.130,50","1.121,20","1.130,80","1.121,20",,,,,,,14.01.2004,01/27/2004,,,,
13.01.2004,"1.121,20","1.127,20","1.129,10","1.115,20",,,,,,,13.01.2004,01/26/2004,,,,
12.01.2004,"1.127,20","1.121,90","1.127,80","1.120,90",,,,,,,12.01.2004,01/23/2004,,,,
09.01.2004,"1.121,90","1.131,90","1.131,90","1.120,90",,,,,,,09.01.2004,01/22/2004,,,,
08.01.2004,"1.131,90","1.126,30","1.131,90","1.124,90",,,,,,,08.01.2004,01/21/2004,,,,
07.01.2004,"1.126,30","1.123,70","1.126,30","1.116,50",,,,,,,07.01.2004,01/20/2004,,,,
06.01.2004,"1.123,70","1.122,20","1.124,50","1.118,40",,,,,,,06.01.2004,01/19/2004,,,,
05.01.2004,"1.122,20","1.108,50","1.122,20","1.108,50",,,,,,,05.01.2004,01/16/2004,,,,
02.01.2004,"1.108,50","1.111,90","1.118,80","1.105,10",,,,,,,02.01.2004,01/15/2004,,,,
31.12.2003,"1.111,90","1.109,60","1.112,60","1.106,20",,,,,,,31.12.2003,01/14/2004,,,,
30.12.2003,"1.109,60","1.109,50","1.109,80","1.106,40",,,,,,,30.12.2003,01/13/2004,,,,
29.12.2003,"1.109,50","1.095,90","1.109,50","1.095,90",,,,,,,29.12.2003,01/12/2004,,,,
26.12.2003,"1.095,90","1.094,00","1.098,50","1.094,00",,,,,,,26.12.2003,01/09/2004,,,,
24.12.2003,"1.094,00","1.096,00","1.096,40","1.092,70",,,,,,,24.12.2003,01/08/2004,,,,
23.12.2003,"1.096,00","1.092,90","1.097,00","1.091,70",,,,,,,23.12.2003,01/07/2004,,,,
22.12.2003,"1.092,90","1.088,70","1.092,90","1.086,10",,,,,,,22.12.2003,01/06/2004,,,,
19.12.2003,"1.088,70","1.089,20","1.091,10","1.084,20",,,,,,,19.12.2003,01/05/2004,,,,
18.12.2003,"1.089,20","1.076,50","1.089,50","1.076,50",,,,,,,18.12.2003,01/02/2004,,,,
17.12.2003,"1.076,50","1.075,10","1.076,50","1.071,10",,,,,,,17.12.2003,01/01/2004,,,,
16.12.2003,"1.075,10","1.068,00","1.075,90","1.068,00",,,,,,,16.12.2003,12/31/2003,,,,
15.12.2003,"1.068,00","1.074,10","1.082,80","1.068,00",,,,,,,15.12.2003,12/30/2003,,,,
12.12.2003,"1.074,10","1.071,20","1.074,80","1.067,60",,,,,,,12.12.2003,12/29/2003,,,,
11.12.2003,"1.071,20","1.059,00","1.073,60","1.059,00",,,,,,,11.12.2003,12/26/2003,,,,
10.12.2003,"1.059,00","1.060,20","1.063,00","1.053,40",,,,,,,10.12.2003,12/25/2003,,,,
09.12.2003,"1.060,20","1.069,30","1.071,90","1.059,20",,,,,,,09.12.2003,12/24/2003,,,,
08.12.2003,"1.069,30","1.061,50","1.069,60","1.060,90",,,,,,,08.12.2003,12/23/2003,,,,
05.12.2003,"1.061,50","1.069,70","1.069,70","1.060,10",,,,,,,05.12.2003,12/22/2003,,,,
04.12.2003,"1.069,70","1.064,70","1.070,40","1.063,20",,,,,,,04.12.2003,12/19/2003,,,,
03.12.2003,"1.064,70","1.066,60","1.074,30","1.064,60",,,,,,,03.12.2003,12/18/2003,,,,
02.12.2003,"1.066,60","1.070,10","1.071,20","1.065,20",,,,,,,02.12.2003,12/17/2003,,,,
01.12.2003,"1.070,10","1.058,20","1.070,50","1.058,20",,,,,,,01.12.2003,12/16/2003,,,,
28.11.2003,"1.058,20","1.058,50","1.060,60","1.056,80",,,,,,,28.11.2003,12/15/2003,,,,
26.11.2003,"1.058,50","1.053,90","1.058,50","1.048,30",,,,,,,26.11.2003,12/12/2003,,,,
25.11.2003,"1.053,90","1.052,10","1.058,00","1.049,30",,,,,,,25.11.2003,12/11/2003,,,,
24.11.2003,"1.052,10","1.035,30","1.052,10","1.035,30",,,,,,,24.11.2003,12/10/2003,,,,
21.11.2003,"1.035,30","1.033,70","1.037,60","1.031,20",,,,,,,21.11.2003,12/09/2003,,,,
20.11.2003,"1.033,70","1.042,40","1.046,50","1.033,40",,,,,,,20.11.2003,12/08/2003,,,,
19.11.2003,"1.042,40","1.034,20","1.044,00","1.034,20",,,,,,,19.11.2003,12/05/2003,,,,
18.11.2003,"1.034,20","1.043,60","1.048,80","1.034,00",,,,,,,18.11.2003,12/04/2003,,,,
17.11.2003,"1.043,60","1.050,30","1.050,30","1.035,30",,,,,,,17.11.2003,12/03/2003,,,,
14.11.2003,"1.050,30","1.058,40","1.063,70","1.048,10",,,,,,,14.11.2003,12/02/2003,,,,
13.11.2003,"1.058,40","1.058,60","1.059,60","1.053,00",,,,,,,13.11.2003,12/01/2003,,,,
12.11.2003,"1.058,60","1.046,60","1.059,10","1.046,60",,,,,,,12.11.2003,11/28/2003,,,,
11.11.2003,"1.046,60","1.047,10","1.048,20","1.043,50",,,,,,,11.11.2003,11/27/2003,,,,
10.11.2003,"1.047,10","1.053,20","1.053,70","1.045,60",,,,,,,10.11.2003,11/26/2003,,,,
07.11.2003,"1.053,20","1.058,00","1.062,40","1.052,20",,,,,,,07.11.2003,11/25/2003,,,,
06.11.2003,"1.058,00","1.051,80","1.058,90","1.046,90",,,,,,,06.11.2003,11/24/2003,,,,
05.11.2003,"1.051,80","1.053,20","1.054,50","1.044,90",,,,,,,05.11.2003,11/21/2003,,,,
04.11.2003,"1.053,20","1.059,00","1.059,00","1.051,70",,,,,,,04.11.2003,11/20/2003,,,,
03.11.2003,"1.059,00","1.050,70","1.061,40","1.050,70",,,,,,,03.11.2003,11/19/2003,,,,
31.10.2003,"1.050,70","1.046,90","1.053,10","1.046,90",,,,,,,31.10.2003,11/18/2003,,,,
30.10.2003,"1.046,90","1.048,10","1.052,80","1.043,80",,,,,,,30.10.2003,11/17/2003,,,,
29.10.2003,"1.048,10","1.046,80","1.049,80","1.043,30",,,,,,,29.10.2003,11/14/2003,,,,
28.10.2003,"1.046,80","1.031,10","1.046,80","1.031,10",,,,,,,28.10.2003,11/13/2003,,,,
27.10.2003,"1.031,10","1.028,90","1.037,80","1.028,90",,,,,,,27.10.2003,11/12/2003,,,,
24.10.2003,"1.028,90","1.033,80","1.033,80","1.018,30",,,,,,,24.10.2003,11/11/2003,,,,
23.10.2003,"1.033,80","1.030,40","1.035,40","1.025,90",,,,,,,23.10.2003,11/10/2003,,,,
22.10.2003,"1.030,40","1.046,00","1.046,00","1.028,40",,,,,,,22.10.2003,11/07/2003,,,,
21.10.2003,"1.046,00","1.044,70","1.048,60","1.042,50",,,,,,,21.10.2003,11/06/2003,,,,
20.10.2003,"1.044,70","1.039,30","1.044,70","1.036,10",,,,,,,20.10.2003,11/05/2003,,,,
17.10.2003,"1.039,30","1.050,10","1.051,90","1.036,60",,,,,,,17.10.2003,11/04/2003,,,,
16.10.2003,"1.050,10","1.046,80","1.052,90","1.044,00",,,,,,,16.10.2003,11/03/2003,,,,
15.10.2003,"1.046,80","1.049,50","1.053,80","1.043,20",,,,,,,15.10.2003,10/31/2003,,,,
14.10.2003,"1.049,50","1.045,30","1.049,50","1.040,80",,,,,,,14.10.2003,10/30/2003,,,,
13.10.2003,"1.045,30","1.038,10","1.048,90","1.038,10",,,,,,,13.10.2003,10/29/2003,,,,
10.10.2003,"1.038,10","1.038,70","1.040,80","1.035,70",,,,,,,10.10.2003,10/28/2003,,,,
09.10.2003,"1.038,70","1.033,80","1.048,30","1.033,80",,,,,,,09.10.2003,10/27/2003,,,,
08.10.2003,"1.033,80","1.039,20","1.040,10","1.031,00",,,,,,,08.10.2003,10/24/2003,,,,
07.10.2003,"1.039,20","1.034,30","1.039,20","1.026,20",,,,,,,07.10.2003,10/23/2003,,,,
06.10.2003,"1.034,30","1.029,80","1.036,50","1.029,20",,,,,,,06.10.2003,10/22/2003,,,,
03.10.2003,"1.029,80","1.020,20","1.039,30","1.020,20",,,,,,,03.10.2003,10/21/2003,,,,
02.10.2003,"1.020,20","1.018,20","1.021,90","1.013,40",,,,,,,02.10.2003,10/20/2003,,,,
01.10.2003,"1.018,20","996,00","1.018,20","996,00",,,,,,,01.10.2003,10/17/2003,,,,
30.09.2003,"996,00","1.006,60","1.006,60","990,40",,,,,,,30.09.2003,10/16/2003,,,,
29.09.2003,"1.006,60","996,90","1.006,90","995,30",,,,,,,29.09.2003,10/15/2003,,,,
26.09.2003,"996,90","1.003,30","1.003,50","996,10",,,,,,,26.09.2003,10/14/2003,,,,
25.09.2003,"1.003,30","1.009,40","1.016,00","1.003,30",,,,,,,25.09.2003,10/13/2003,,,,
24.09.2003,"1.009,40","1.029,00","1.029,80","1.008,90",,,,,,,24.09.2003,10/10/2003,,,,
23.09.2003,"1.029,00","1.022,80","1.030,10","1.021,50",,,,,,,23.09.2003,10/09/2003,,,,
22.09.2003,"1.022,80","1.036,30","1.036,30","1.018,30",,,,,,,22.09.2003,10/08/2003,,,,
19.09.2003,"1.036,30","1.039,60","1.040,30","1.031,90",,,,,,,19.09.2003,10/07/2003,,,,
18.09.2003,"1.039,60","1.026,00","1.040,20","1.025,80",,,,,,,18.09.2003,10/06/2003,,,,
17.09.2003,"1.026,00","1.029,30","1.031,30","1.024,50",,,,,,,17.09.2003,10/03/2003,,,,
16.09.2003,"1.029,30","1.014,80","1.029,70","1.014,80",,,,,,,16.09.2003,10/02/2003,,,,
15.09.2003,"1.014,80","1.018,60","1.019,80","1.013,60",,,,,,,15.09.2003,10/01/2003,,,,
12.09.2003,"1.018,60","1.016,40","1.019,60","1.007,70",,,,,,,12.09.2003,09/30/2003,,,,
11.09.2003,"1.016,40","1.010,90","1.020,90","1.010,90",,,,,,,11.09.2003,09/29/2003,,,,
10.09.2003,"1.010,90","1.023,20","1.023,20","1.009,70",,,,,,,10.09.2003,09/26/2003,,,,
09.09.2003,"1.023,20","1.031,60","1.031,60","1.021,10",,,,,,,09.09.2003,09/25/2003,,,,
08.09.2003,"1.031,60","1.021,40","1.032,40","1.021,40",,,,,,,08.09.2003,09/24/2003,,,,
05.09.2003,"1.021,40","1.028,00","1.029,20","1.018,20",,,,,,,05.09.2003,09/23/2003,,,,
04.09.2003,"1.028,00","1.026,30","1.029,20","1.022,20",,,,,,,04.09.2003,09/22/2003,,,,
03.09.2003,"1.026,30","1.022,00","1.029,30","1.022,00",,,,,,,03.09.2003,09/19/2003,,,,
02.09.2003,"1.022,00","1.008,00","1.022,60","1.005,70",,,,,,,02.09.2003,09/18/2003,,,,
29.08.2003,"1.008,00","1.002,80","1.008,90","999,50",,,,,,,29.08.2003,09/17/2003,,,,
28.08.2003,"1.002,80","996,80","1.004,10","991,40",,,,,,,28.08.2003,09/16/2003,,,,
27.08.2003,"996,80","996,70","998,00","993,30",,,,,,,27.08.2003,09/15/2003,,,,
26.08.2003,"996,70","993,70","997,90","983,60",,,,,,,26.08.2003,09/12/2003,,,,
25.08.2003,"993,70","993,10","993,70","987,90",,,,,,,25.08.2003,09/11/2003,,,,
22.08.2003,"993,10","1.003,30","1.011,00","992,60",,,,,,,22.08.2003,09/10/2003,,,,
21.08.2003,"1.003,30","1.000,30","1.009,50","999,30",,,,,,,21.08.2003,09/09/2003,,,,
20.08.2003,"1.000,30","1.002,40","1.003,50","996,60",,,,,,,20.08.2003,09/08/2003,,,,
19.08.2003,"1.002,40","999,70","1.003,30","995,30",,,,,,,19.08.2003,09/05/2003,,,,
18.08.2003,"999,70","990,70","1.000,40","990,70",,,,,,,18.08.2003,09/04/2003,,,,
15.08.2003,"990,70","988,00","992,40","987,10",,,,,,,15.08.2003,09/03/2003,,,,
14.08.2003,"990,50","984,00","991,90","980,40",,,,,,,14.08.2003,09/02/2003,,,,
13.08.2003,"984,00","990,40","992,50","980,90",,,,,,,13.08.2003,09/01/2003,,,,
12.08.2003,"990,40","980,60","990,40","979,90",,,,,,,12.08.2003,08/29/2003,,,,
11.08.2003,"980,60","977,60","985,50","974,20",,,,,,,11.08.2003,08/28/2003,,,,
08.08.2003,"977,60","974,10","980,60","973,80",,,,,,,08.08.2003,08/27/2003,,,,
07.08.2003,"974,10","967,10","974,90","963,80",,,,,,,07.08.2003,08/26/2003,,,,
06.08.2003,"967,10","965,50","975,70","960,80",,,,,,,06.08.2003,08/25/2003,,,,
05.08.2003,"965,50","982,80","982,80","965,00",,,,,,,05.08.2003,08/22/2003,,,,
04.08.2003,"982,80","980,10","985,80","966,80",,,,,,,04.08.2003,08/21/2003,,,,
01.08.2003,"980,10","990,30","990,30","978,90",,,,,,,01.08.2003,08/20/2003,,,,
31.07.2003,"990,30","987,50","1.004,60","987,50",,,,,,,31.07.2003,08/19/2003,,,,
30.07.2003,"987,50","989,30","992,60","986,00",,,,,,,30.07.2003,08/18/2003,,,,
29.07.2003,"989,30","996,50","998,60","984,10",,,,,,,29.07.2003,08/15/2003,,,,
28.07.2003,"996,50","998,70","1.000,70","993,60",,,,,,,28.07.2003,08/14/2003,,,,
25.07.2003,"998,70","981,60","998,70","977,40",,,,,,,25.07.2003,08/13/2003,,,,
24.07.2003,"981,60","988,60","998,90","981,10",,,,,,,24.07.2003,08/12/2003,,,,
23.07.2003,"988,60","988,10","989,90","979,80",,,,,,,23.07.2003,08/11/2003,,,,
22.07.2003,"988,10","978,80","990,30","976,10",,,,,,,22.07.2003,08/08/2003,,,,
